2024-10-15T09:37:29.567Z,POP3,LOGIN,10.0.1.156,mike@company.com,N/A,N/A,failed,0
2024-10-15T09:42:14.123Z,SMTP,SEND,192.168.10.45,alice@company.com,customer@client.com,SLA Review,success,34567
2024-10-15T09:44:36.456Z,IMAP,LOGIN,192.168.10.189,nancy@company.com,N/A,N/A,success,0
2024-10-15T09:50:21.012Z,SMTP,RECEIVE,185.220.101.123,hacker@darkweb.onion,cfo@company.com,Financial Data Breach,quarantine,56789
2024-10-15T09:55:05.678Z,POP3,LOGIN,10.0.1.178,oliver@company.com,N/A,N/A,success,0
2024-10-15T10:02:12.567Z,IMAP,LOGIN,192.168.10.201,paula@company.com,N/A,N/A,success,0
2024-10-15T10:06:57.123Z,SMTP,RECEIVE,185.220.101.156,malware@botnet.cc,downloads@company.com,Document.exe,rejected,34567
2024-10-15T10:11:41.789Z,POP3,LOGIN,10.0.1.201,quincy@company.com,N/A,N/A,failed,0
2024-10-15T10:16:26.345Z,SMTP,SEND,192.168.10.50,bob@company.com,support@techvendor.com,Support Request,success,23456
2024-10-15T10:18:48.678Z,IMAP,LOGIN,192.168.10.223,rachel@company.com,N/A,N/A,success,0
2024-10-15T10:23:33.234Z,SMTP,RECEIVE,185.220.101.178,ransomware@criminal.net,backup@company.com,Files Encrypted,quarantine,45678
2024-10-15T10:28:17.890Z,POP3,LOGIN,10.0.1.234,sam@company.com,N/A,N/A,success,0
2024-10-15T10:35:24.789Z,IMAP,LOGIN,192.168.10.245,tina@company.com,N/A,N/A,success,0
2024-10-15T10:40:09.345Z,SMTP,RECEIVE,185.220.101.201,sophisticated@apt.gov,ceo@company.com,Partnership Meeting,success,78901
2024-10-15T10:44:53.901Z,POP3,LOGIN,10.0.1.267,uma@company.com,N/A,N/A,failed,0
2024-10-15T10:52:00.890Z,IMAP,LOGIN,192.168.10.267,victor@company.com,N/A,N/A,success,0
2024-10-15T10:56:45.456Z,SMTP,RECEIVE,185.220.101.234,credential@phish.net,admin@company.com,Password Reset Required,quarantine,23456
2024-10-15T11:01:30.012Z,POP3,LOGIN,10.0.1.289,wendy@company.com,N/A,N/A,success,0
2024-10-15T11:08:36.901Z,IMAP,LOGIN,192.168.10.289,xavier@company.com,N/A,N/A,success,0
2024-10-15T11:13:21.567Z,SMTP,RECEIVE,185.220.101.267,stealer@malicious.ru,credentials@company.com,System Update,quarantine,12345
2024-10-15T11:18:06.123Z,POP3,LOGIN,10.0.1.312,yolanda@company.com,N/A,N/A,failed,0
2024-10-15T11:25:13.012Z,IMAP,LOGIN,192.168.10.312,zack@company.com,N/A,N/A,success,0
2024-10-15T11:29:57.678Z,SMTP,RECEIVE,185.220.101.289,exfiltration@apt.cn,backup@company.com,Data Export Request,success,89012
2024-10-15T11:34:42.234Z,POP3,LOGIN,10.0.1.334,aaron@company.com,N/A,N/A,success,0
2024-10-15T11:41:49.123Z,IMAP,LOGIN,192.168.10.334,betty@company.com,N/A,N/A,success,0
2024-10-15T11:46:33.789Z,SMTP,RECEIVE,185.220.101.312,trojan@backdoor.net,downloads@company.com,Invoice.pdf.exe,rejected,34567
2024-10-15T11:51:18.345Z,POP3,LOGIN,10.0.1.356,carlos@company.com,N/A,N/A,failed,0
2024-10-15T11:58:25.234Z,IMAP,LOGIN,192.168.10.356,diana@company.com,N/A,N/A,success,0
2024-10-15T12:03:09.890Z,SMTP,RECEIVE,185.220.101.334,c2server@botnet.ru,admin@company.com,Beacon Test,quarantine,12345
2024-10-15T12:07:54.456Z,POP3,LOGIN,10.0.1.378,edward@company.com,N/A,N/A,success,0
2024-10-15T12:15:01.345Z,IMAP,LOGIN,192.168.10.378,fiona@company.com,N/A,N/A,success,0
2024-10-15T12:19:45.901Z,SMTP,RECEIVE,185.220.101.356,payload@exploit.net,webmaster@company.com,Security Update.zip,rejected,67890
2024-10-15T12:24:30.567Z,POP3,LOGIN,10.0.1.401,george@company.com,N/A,N/A,failed,0
2024-10-15T12:31:37.456Z,IMAP,LOGIN,192.168.10.401,helen@company.com,N/A,N/A,success,0
2024-10-15T12:36:22.012Z,SMTP,RECEIVE,185.220.101.378,data@exfil.ru,backup@company.com,Backup Verification,success,34567
2024-10-15T12:41:06.678Z,POP3,LOGIN,10.0.1.423,ian@company.com,N/A,N/A,success,0
2024-10-15T12:48:13.567Z,IMAP,LOGIN,192.168.10.423,julia@company.com,N/A,N/A,success,0
2024-10-15T12:52:58.123Z,SMTP,RECEIVE,185.220.101.401,final@persistence.cn,admin@company.com,System Configuration,success,56789
2024-10-15T12:55:20.456Z,SMTP,SEND,192.168.10.50,bob@company.com,contact@b2b.com,Partnership Inquiry,success,34567
